"Uddannelsessted","url","Valgt","Nummer","Uni","Region","Startdato","Afdeling","Speciale","Uddannelsessted2","Afdeling2","Speciale2","id","Runde","Rundestart","lon","lat"
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v1.asp","18. okt 11:00",372,"SDU","Midt.",2011-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","16. apr 18:50",350,"KU","Midt.",2012-08-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urinvejskirurgisk afdeling","Urologi",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 13:43",337,"AU","Midt.",2011-08-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","23. okt. 10:20",526,"SDU","Midt.",2019-05-01,"Neurologisk afdeling","Neurologi","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","333","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2010v2.asp","15. apr 20:52",292,"AU","Midt.",2010-08-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/AJAX_Timelines.asp","22. okt. 15:10",476,"AU","Midt.",2019-05-01,"Medicinsk afdeling *","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin","168","Forår 19",2019-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v1.asp","15. okt 17:41",339,"KU","Midt.",2011-02-01,"Medicinsk afdeling","Intern medicin","Regionshospitalet Holstebro","Urologisk afdeling","Urologi",NA,"Forår 11",2011-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 12:12",329,"SDU","Midt.",2011-08-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v1.asp","17. okt 08:50",374,"AU","Midt.",2012-02-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Struer Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v2.asp","18. apr 15:12",413,"KU","Midt.",2011-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2011v1.asp","18. okt 11:42",376,"SDU","Midt.",2011-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v1.asp","17. okt 08:41",373,"AU","Midt.",2012-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 12",2012-02-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2012v2.asp","17. apr 08:42",367,"KU","Midt.",2012-11-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,8.6245097,56.3614074
"Regionshospitalet Holstebro","https://www.basislaege.dk/Ajax_get2013v1.asp","12. okt 13:21",339,"KU","Midt.",2013-05-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Holstebro Kommune","Almen praksis","Almen medicin",NA,"Forår 13",2013-02-01,8.6245097,56.3614074
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","14. okt 08:50",218,"AU","Midt.",2011-02-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Regionspsykiatrien Horsens","Psykiatrisk afdeling","Psykiatri",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","12. okt 13:50",106,"AU","Midt.",2011-02-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","13. apr 16:00",197,"AU","Midt.",2011-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Regionspsykiatrien Horsens","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","13. apr 10:41",167,"AU","Midt.",2011-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","14. apr 13:11",177,"SDU","Midt.",2010-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","15. apr 13:40",252,"AU","Midt.",2010-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Regionspsykiatrien Horsens","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","12. apr 19:20",143,"AU","Midt.",2011-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","14. apr 08:30",230,"AU","Midt.",2011-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","12. apr 13:12",105,"KU","Midt.",2011-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","12. okt 19:34",139,"AU","Midt.",2011-02-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Ikast-Brande Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","13. apr 14:41",111,"AU","Midt.",2010-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","15. apr 18:22",360,"SDU","Midt.",2011-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Regionspsykiatrien Horsens","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","13. apr 12:31",98,"AU","Midt.",2010-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","12. okt 15:40",117,"AU","Midt.",2011-05-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","12. okt 18:50",136,"AU","Midt.",2011-05-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v2.asp","13. apr 14:10",186,"AU","Midt.",2011-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Hedensted Kommune","Almen praksis","Almen medicin",NA,"Efterår 11",2011-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","14. apr 10:00",158,"AU","Midt.",2010-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","15. apr 11:40",242,"AU","Midt.",2010-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Regionspsykiatrien Horsens","Psykiatrisk afdeling","Psykiatri",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","12. okt 16:14",120,"AU","Midt.",2011-05-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","12. apr 13:00",28,"AU","Midt.",2010-08-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2011v1.asp","14. okt 08:20",215,"AU","Midt.",2011-05-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Regionspsykiatrien Horsens","Psykiatrisk afdeling","Psykiatri",NA,"Forår 11",2011-02-01,9.8725966,55.8637927
"Regionshospitalet Horsens","https://www.basislaege.dk/Ajax_get2010v2.asp","14. apr 08:31",149,"AU","Midt.",2010-11-01,"Fælles Akut Modtageenhed","Fælles Akutmodtagelse","Almen praksis i Horsens Kommune","Almen praksis","Almen medicin",NA,"Efterår 10",2010-08-01,9.8725966,55.8637927
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","19. apr 12:00",460,"KU","Nord.",2016-09-01,"Akutmodtagelsen","Fælles Akutmodtagelse","Regionshospitalet Nordjylland, Thisted","Klinik Medicin","Intern medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","15. apr 11:31",301,"KU","Nord.",2016-09-01,"Klinik Medicin","Intern medicin","Almen praksis i område Vest, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 20:11",583,"KU","Nord.",2016-10-01,"Akutmodtagelsen","Fælles Akutmodtagelse","Almen praksis i område Vest, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","19. apr 11:21",456,"KU","Nord.",2016-09-01,"Akutmodtagelsen","Fælles Akutmodtagelse","Regionshospitalet Nordjylland, Thisted","Klinik Medicin","Intern medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 19:00",575,"KU","Nord.",2016-09-01,"Klinik Medicin","Intern medicin","Almen praksis i område Vest, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 11:38",610,"KU","Nord.",2016-09-01,"Klinik Medicin","Intern medicin","Almen praksis i område Vest, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 11:38",610,"KU","Nord.",2016-09-01,"Klinik Medicin","Intern medicin","Almen praksis i område Vest, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Thisted","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 09:33",598,"KU","Nord.",2016-10-01,"Akutmodtagelsen","Fælles Akutmodtagelse","Almen praksis i område Vest, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,8.6965478,56.9573024
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 20:20",584,"KU","Nord.",2016-10-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 10:10",602,"KU","Nord.",2016-09-01,"Klinik Kirurgi - Kvinde-barn","Kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","19. apr 20:03",505,"SDU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 09:08",594,"KU","Nord.",2016-10-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 14:40",548,"KU","Nord.",2016-09-01,"Klinik Kirurgi - Kvinde-barn","Kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","18. apr 16:15",407,"KU","Nord.",2016-10-01,"Klinik Kirurgi - Kvinde-barn","Kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 18:37",573,"SDU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 09:10",596,"KU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Brønderslev Psykiatrieske Sygehus","Klinik Nord","Psykiatri",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","19. apr 20:54",510,"SDU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 15:04",550,"KU","Nord.",2016-10-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 10:47",605,"SDU","Nord.",2016-10-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 08:00",588,"KU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Brønderslev Psykiatrieske Sygehus","Klinik Nord","Psykiatri",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 14:01",545,"SDU","Nord.",2016-10-01,"Klinik Kirurgi - Kvinde-barn","Kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 14:00",545,"SDU","Nord.",2016-10-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 15:30",553,"AU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 10:32",604,"AU","Nord.",2016-10-01,"Klinik Kirurgi - Kvinde-barn","Kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","20. apr 19:45",579,"KU","Nord.",2016-09-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 10:01",601,"AU","Nord.",2016-10-01,"Klinik Medicin - Akutmodtagelse","Intern medicin","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Nordjylland, Vendsyssel","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 10:51",606,"AU","Nord.",2016-10-01,"Klinik Kirurgi - Kvinde-barn","Kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Regionshospitalet Randers","https://www.basislaege.dk/Ajax_get2015v1.asp","7. okt 18:05",110,"AU","Midt.",2015-05-01,"Organkirurgisk afdeling","Kirurgi","Almen praksis i Favrskov Kommune","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,10.0500704,56.4704997
"Regionshospitalet Randers","https://www.basislaege.dk/Ajax_get2012v2.asp","13. apr 18:34",269,"AU","Midt.",2012-08-01,"Organkirurgisk afdeling","Kirurgi","Almen praksis i Randers Kommune","Almen praksis","Almen medicin",NA,"Efterår 12",2012-08-01,10.0500704,56.4704997
"Regionshospitalet Randers","https://www.basislaege.dk/Ajax_get2014v1.asp","8. okt 10:10",69,"AU","Midt.",2014-02-01,"Medicinsk afdeling","Intern medicin","Almen praksis i Favrskov Kommune","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,10.0500704,56.4704997
